Date,Open,High,Low,Close,Volume,Ticker
2018-01-02,35.53676108251502,35.5599817197658,35.22713880621259,35.250362396240234,10872200,KO
2018-01-03,35.21165191978563,35.36646006809698,35.09554285577597,35.17294692993164,12635600,KO
2018-01-04,35.265831142084714,35.7767056475952,35.180684899037004,35.668338775634766,12709400,KO
2018-01-05,35.621900530652155,35.761230233013706,35.44386878936268,35.66060256958008,13113100,KO
2018-01-08,35.56772419235273,35.68383033233555,35.51354073647203,35.60642623901367,7068600,KO
2018-01-09,35.6064187913821,35.88507819349799,35.55997457343736,35.78445053100586,9962400,KO
2018-01-10,35.7844508658152,35.80767149861669,35.55223567947138,35.66060256958008,10700700,KO
2018-01-11,35.78444760827555,35.78444760827555,35.498049002948896,35.63737869262695,7583200,KO
2018-01-12,35.82315125632,35.90829750970914,35.62963811780872,35.72252655029297,14570100,KO
2018-01-16,35.72253611842611,36.0863389083826,35.714793937257305,36.01667404174805,16459300,KO
2018-01-17,36.05536371335969,36.38046431758879,36.03214013250354,36.24113464355469,12143100,KO
2018-01-18,36.1869623528935,36.43465897127942,36.078595451446745,36.28759002685547,11952900,KO
2018-01-19,36.37273452173246,36.57398690707888,36.27984607977893,36.50432205200195,16187400,KO
2018-01-22,36.48883622929039,36.76749561587594,36.45013419288153,36.67461013793945,9577400,KO
2018-01-23,36.54301639122652,36.92230340065648,36.48109372908489,36.728790283203125,11463700,KO
2018-01-24,36.79071204776437,37.11581561259793,36.75201001577308,37.02293014526367,15964500,KO
2018-01-25,36.92231090006965,37.15452609762451,36.92231090006965,37.03067779541016,11755000,KO
2018-01-26,36.984234081343565,37.63443841506858,36.95327421994826,37.56477355957031,16671200,KO
2018-01-29,37.3170676941329,37.51058080553509,36.82941677939791,36.92230224609375,11662600,KO
2018-01-30,36.94552677270256,37.2783695956547,36.69009097414399,36.69783020019531,12404800,KO
2018-01-31,36.72879513019166,37.077119378130185,36.66686950710205,36.837162017822266,10960100,KO
2018-02-01,36.69782747574438,36.94552402986262,36.46561232535552,36.728790283203125,10279400,KO
2018-02-02,36.65137073848934,36.697814933804565,36.09405515858085,36.17145919799805,12912300,KO
2018-02-05,36.10955721458681,36.31854883112822,34.37567798363981,34.747222900390625,23261500,KO
2018-02-06,33.95768196785282,34.63110976130825,33.624839160359016,34.57692337036133,25184300,KO
2018-02-07,34.50724928198758,35.21937590493118,34.275031254460444,34.49176788330078,18041600,KO
2018-02-08,34.538220102794604,34.538220102794604,33.338439374639854,33.36166000366211,23295300,KO
2018-02-09,33.56291942954331,33.640323504330205,32.65727640010048,33.3848876953125,22853100,KO
2018-02-12,33.71772241607234,34.23633608842237,33.570650575490625,34.03508377075195,14689000,KO
2018-02-13,33.99638874463273,34.37567581751923,33.818357001123175,34.20538330078125,13163200,KO
2018-02-14,34.073792817494486,34.20538033061943,33.7719128024186,34.13571548461914,13457900,KO
2018-02-15,34.25182810298968,34.70078003557057,34.151200436587686,34.66207504272461,13467300,KO
2018-02-16,35.273566476922646,35.32774990692664,34.61562313957392,34.81687545776367,17202300,KO
2018-02-20,34.638853934562206,34.70077956004602,34.0118702640321,34.050575256347656,14137300,KO
2018-02-21,34.14346430996809,34.25957044071943,33.53970416228648,33.54744338989258,12792900,KO
2018-02-22,33.61710273000151,33.91898275427789,33.45455240197211,33.686767578125,12377800,KO
2018-02-23,33.73320811727113,34.10475294916957,33.60935688719581,34.08927154541016,8277200,KO
2018-02-26,34.23634261927676,34.3601909044164,33.91124197807622,34.0815315246582,12713300,KO
2018-02-27,34.17442146211251,34.298269752720834,33.7641716003418,33.7641716003418,12774400,KO
2018-02-28,33.92671648116704,33.988639134752034,33.45454406738281,33.45454406738281,11929400,KO
2018-03-01,33.36166102380397,33.7796500756408,33.14492727223342,33.61709976196289,17746800,KO
2018-03-02,33.47777378304878,33.90350210765369,33.47003455654014,33.84157943725586,14050100,KO
2018-03-05,33.72546704203615,34.01186563901274,33.67128360349398,33.97316360473633,11992700,KO
2018-03-06,34.01960509076902,34.097009153117696,33.74094574187264,34.00412368774414,10010500,KO
2018-03-07,33.74094792761992,33.996383712138325,33.64806245622922,33.91897964477539,10881700,KO
2018-03-08,33.98091452174614,34.414382141553475,33.90350748051148,34.40664291381836,12361100,KO
2018-03-09,34.499521987836644,34.69303512573242,34.3601922923296,34.69303512573242,9778600,KO
2018-03-12,34.793662873075505,34.902029758129714,34.313751116645655,34.46855926513672,11857700,KO
2018-03-13,34.576931062781945,34.70078232361308,34.36793944207085,34.49952697753906,11342100,KO
2018-03-14,34.655689633538444,34.69473330185257,34.14811300893197,34.187156677246094,15321200,KO
2018-03-15,34.26524932313388,34.358954729228984,34.00755573282091,34.101261138916016,12456700,KO
2018-03-16,34.12469255412997,34.374575643664215,33.929471204253765,33.937278747558594,26603300,KO
2018-03-19,33.937286567859054,34.132507962720894,33.71863955884327,33.78110885620117,12380300,KO
2018-03-20,33.82795592095718,33.952897468135056,33.58588037005689,33.7030143737793,13559800,KO
2018-03-21,33.67958370225232,33.9294667590486,33.41408258205115,33.578067779541016,13054000,KO
2018-03-22,33.484379203885126,33.867011523634595,33.34381954145073,33.39067077636719,12274100,KO
2018-03-23,33.43751810522194,33.7030193041701,33.023649728183464,33.05488586425781,13475200,KO
2018-03-26,33.273521633530315,33.429699282370144,32.9924024613868,33.33599090576172,11276100,KO
2018-03-27,33.3438126924413,33.82015334186561,33.21106060348018,33.49217987060547,11627000,KO
2018-03-28,33.578070263342674,34.12469060758394,33.578070263342674,33.82795333862305,16277400,KO
2018-03-29,33.99975820979644,34.296492579684575,33.804536818576445,33.91386032104492,10450500,KO
2018-04-02,33.92167109357461,33.96852530430861,33.16421404918326,33.32038879394531,14207900,KO
2018-04-03,33.562465254204675,33.99976229546957,33.45314173859905,33.87482070922852,15484600,KO
2018-04-04,33.68739945117856,34.67131683349357,33.663973839784965,34.5463752746582,13563300,KO
