Date,Open,High,Low,Close,Volume,Ticker
2018-01-02,87.34124802571273,88.751657922823,87.22313608278135,88.64049530029297,5626000,CVX
2018-01-03,88.55711675518671,89.58539881245531,88.16803963659878,89.28663635253906,5805500,CVX
2018-01-04,88.89756010621176,89.17547990904175,88.39037104318713,89.00872802734375,4598300,CVX
2018-01-05,88.91148102699974,89.00180631074859,88.3070172311234,88.86284637451172,4189200,CVX
2018-01-08,88.83504853916914,89.37003498209816,88.6752459482116,89.30055236816406,4826100,CVX
2018-01-09,89.23107160003724,89.58541809624928,88.78641572649205,88.82115173339844,4422300,CVX
2018-01-10,89.1476982251915,89.46034878171446,88.79336234133996,89.39087677001953,5292200,CVX
2018-01-11,89.57150855020483,92.62856302794442,89.46034061976542,92.10747528076172,11641300,CVX
2018-01-12,91.84344976611516,92.99679313654204,91.78786580351613,92.8230972290039,7232900,CVX
2018-01-16,92.8717194415654,93.0176286573826,91.43352295035368,91.71837615966795,6254200,CVX
2018-01-17,91.84345116361526,92.26726960851946,90.98887025396012,91.96156311035156,5632700,CVX
2018-01-18,91.95463239416264,92.05884571472568,91.03751276697348,91.42658996582033,5890000,CVX
2018-01-19,91.5933015111091,91.71141342287636,90.46775573887103,91.22506713867188,6048900,CVX
2018-01-22,91.22508614955248,92.10050964355467,91.21118750952054,92.10050964355467,5248800,CVX
2018-01-23,91.97546190209124,92.1005178688789,90.82906253208596,91.03055572509766,5747300,CVX
2018-01-24,91.28068415352172,92.17695044470264,91.06530290688836,91.28762817382812,6868200,CVX
2018-01-25,91.544693582893,91.62112021152376,90.55810203246892,90.7734832763672,4597200,CVX
2018-01-26,90.8151656054188,91.53773585756043,90.57893113311997,91.1486587524414,6310500,CVX
2018-01-29,90.36356763961687,91.41964184740816,89.15465076903656,89.26580810546875,6350700,CVX
2018-01-30,88.66135005252612,88.93925929714216,86.9799747390154,87.00776672363281,8084000,CVX
2018-01-31,87.13976012952806,87.41767463698628,86.18790996501495,87.09112548828125,9626800,CVX
2018-02-01,87.26482306853822,87.28566572936161,86.19485563978408,87.24398040771484,7844500,CVX
2018-02-02,86.11843619193617,86.11843619193617,81.73435280750545,82.387451171875,13182600,CVX
2018-02-05,81.28272154973133,82.19289155458891,75.0505126016452,78.24652099609375,15414700,CVX
2018-02-06,77.25994054398797,81.72739967087024,76.9542393394141,81.41474914550781,18416300,CVX
2018-02-07,81.56758667544148,82.8668284711941,80.05990770243926,80.10159301757812,11535700,CVX
2018-02-08,80.0182259799554,80.51847102033088,77.9616671590171,78.02420043945312,9927500,CVX
2018-02-09,78.74679560644864,79.63612334861365,76.07882828229324,78.85796356201172,10922400,CVX
2018-02-12,79.76115910544078,80.49067870227688,78.4480185303576,79.19143676757812,8358200,CVX
2018-02-13,78.7467797657481,78.9343743278293,77.71850288753714,78.71204376220703,7065900,CVX
2018-02-14,78.1631690046893,79.24008589795444,77.39890796791038,78.94827270507812,7031900,CVX
2018-02-15,79.19385780355496,79.30612701315472,77.77642088834399,78.96229553222656,5405000,CVX
2018-02-16,78.83598549219488,79.24999123173161,78.03604800608858,78.68862915039062,5950400,CVX
2018-02-20,78.78687876584836,79.1236971368947,77.59399085242094,77.87467193603516,6810900,CVX
2018-02-21,77.98693438089612,78.63249706963197,76.52739715576172,76.52739715576172,6892300,CVX
2018-02-22,76.8712496651113,78.19746245289124,76.41514352009428,77.10982513427734,8176700,CVX
2018-02-23,77.50978305518615,79.10965823365908,77.3624266943843,79.00440216064453,6460200,CVX
2018-02-26,79.41841264363737,80.45693108327326,79.18685034003965,80.41482543945312,7405800,CVX
2018-02-27,80.60428206123593,81.43228828702637,79.72013854980469,79.72013854980469,6059700,CVX
2018-02-28,80.70952472422366,81.01827441088552,78.50618734142644,78.53425598144531,7441000,CVX
2018-03-01,78.26060833124181,79.92363943250865,77.86765800326519,78.61847686767578,7516700,CVX
2018-03-02,78.23955386630026,78.71671010402135,77.06771609324358,78.3377914428711,6607300,CVX
2018-03-05,78.16937164465735,79.52365269549325,77.90272225054173,79.39734649658203,7814900,CVX
2018-03-06,79.88852966702353,81.06036717296772,79.3061174861488,79.7481918334961,7957900,CVX
2018-03-07,79.25701057857343,80.75163496184669,79.03246679917478,79.88152313232422,6660000,CVX
2018-03-08,80.4148372975195,80.52009339227116,79.01143697695704,79.53771209716797,6095100,CVX
2018-03-09,80.21133836637415,82.37257600364332,80.16221957250653,82.25328826904297,8833300,CVX
2018-03-12,82.44976743705978,83.04621149249076,81.79016758442818,81.9515609741211,6877000,CVX
2018-03-13,82.26031335001898,82.92692637062964,81.39721978467236,81.72000122070312,6793100,CVX
2018-03-14,82.08486957804914,82.41466408598201,80.59726362861764,80.7867202758789,5051000,CVX
2018-03-15,80.94812603301459,81.54457006254809,80.5200885327918,81.10250091552734,4519700,CVX
2018-03-16,80.97618103027344,81.53052467242216,80.38675024672378,80.97618103027344,14909400,CVX
2018-03-19,80.74461691270682,80.85689147980436,79.44647301353099,79.91661071777344,4803500,CVX
2018-03-20,80.37975267554313,81.18670354865687,80.30256523234225,80.34466552734375,4587200,CVX
2018-03-21,80.68146060636495,82.87777946813895,80.5551544043544,82.12696075439453,6829600,CVX
2018-03-22,81.08145182505731,81.21477120878973,79.62893277615176,79.7833023071289,6297200,CVX
2018-03-23,80.25343111649647,81.23580683597578,79.08158804503846,79.27806854248047,6227200,CVX
2018-03-26,80.16221357718018,81.1095075900916,79.46753201485136,80.94110107421875,6868700,CVX
2018-03-27,81.22178256944905,82.00067007032102,79.97977580926076,80.4569320678711,5530800,CVX
2018-03-28,80.6463726826852,80.87793494303966,78.63249196845396,78.66056060791016,6985300,CVX
2018-03-29,78.79389839997634,80.29553606236107,78.78687990055964,80.0218734741211,6627800,CVX
2018-04-02,79.91663358460991,80.26748367686073,77.56593903723886,78.75882720947266,6228600,CVX
