rank,ticker,signal,expected_return_6m,final_weight,allocated_amount_idr,expected_profit_idr,ranking_score,expected_excess_return_6m,catboost_positive_prob,sector,price_position,buy_lowest_score,hold_highest_score,risk_score,allocation_score
3,MCO,BUY,0.1630072638904232,0.25,250000000000.0,40751815972.6058,0.674484913719724,0.13481683001788813,0.9125125008975264,Financial Services,0.2638999429853309,0.7361000570146691,0.2638999429853309,0.19489539365725758,0.8715078021046443
1,AAPL,BUY,0.0828448046532597,0.19721801103844724,197218011038.44724,16338487598.584578,0.8210041493655363,0.05465437078072463,0.9807480219727996,Technology,0.9611077599472188,0.038892240052781246,0.9611077599472188,0.1181608090603633,0.6807027745258915
4,GOOGL,BUY,0.0643144171129153,0.16655303953022504,166553039530.22504,10711761655.770763,0.6621353592635832,0.03612398324038023,0.9469890699637464,Communication Services,0.839793744577967,0.16020625542203304,0.839793744577967,0.5131856511961992,0.5748618775586517
6,CB,BUY,0.0521781096695639,0.1842983472210236,184298347221.0236,9616339373.217936,0.6029720124414698,0.02398767579702883,0.8332670412465305,Insurance,0.7520229679020299,0.24797703209797006,0.7520229679020299,0.05451381589107212,0.6361102397966594
2,KHC,HOLD,0.1095868306554639,0.20193060221030412,201930602210.3041,22128934708.576443,0.7620751233956897,0.08139639678292883,0.9063625285752596,Consumer Staples,0.3804923784561448,0.6195076215438552,0.3804923784561448,0.5159894110954348,0.6969683978784352
