ticker,model,feature,importance
KO,CatBoostClassifier,cci_20,0.9365012667620507
KO,CatBoostClassifier,bb_percent_b_20,0.675470795473116
KO,CatBoostClassifier,bb_bandwidth_20,1.0034461386013611
KO,CatBoostClassifier,donchian_pos_20,0.20178134269140371
KO,CatBoostClassifier,rolling_std_10,2.142519883431067
KO,CatBoostClassifier,rolling_std_20,3.3995165472167783
KO,CatBoostClassifier,rolling_std_60,15.844894831052704
KO,CatBoostClassifier,atr_14,3.167939033704686
KO,CatBoostClassifier,adx_14,2.8513120694020473
KO,CatBoostClassifier,sharpe_20,1.274205796708104
KO,CatBoostClassifier,sharpe_60,4.6328379393796295
KO,CatBoostClassifier,volume_change,0.10703454748395334
KO,CatBoostClassifier,volume_sma_20,0.5673719418667071
KO,CatBoostClassifier,volume_zscore_20,0.8433464646694709
KO,CatBoostClassifier,dollar_volume_20,8.774489926446764
KO,CatBoostClassifier,obv,6.0945571127755285
KO,CatBoostClassifier,close_to_52w_high,12.276738245315851
KO,CatBoostClassifier,close_to_52w_low,9.616556951757225
KO,CatBoostClassifier,price_position_252d,5.949859880177338
BAC,RandomForest,return_1d,0.00037361468520522435
BAC,RandomForest,return_5d,0.0023686365895835776
BAC,RandomForest,return_10d,0.0002952624939754208
BAC,RandomForest,return_20d,0.002146081687393477
BAC,RandomForest,log_return_1d,0.00020416716726906728
BAC,RandomForest,price_change,0.0002213006261557735
BAC,RandomForest,high_low_spread,0.0013709076117673993
BAC,RandomForest,open_close_spread,0.00030564161628943935
BAC,RandomForest,sma_5,0.0010223695893826208
BAC,RandomForest,sma_10,0.0012565882520074502
BAC,RandomForest,sma_20,0.0013527229937763305
BAC,RandomForest,sma_50,0.012137793446706065
BAC,RandomForest,sma_100,0.03818992069887151
BAC,RandomForest,ema_12,0.001269287635416046
BAC,RandomForest,ema_26,0.0012758188594794353
BAC,RandomForest,rsi_14,0.002325033448695992
BAC,RandomForest,macd,0.015035061441427472
BAC,RandomForest,macd_signal,0.04176021610739557
BAC,RandomForest,macd_hist,0.004222019210391165
BAC,RandomForest,momentum_10,0.001067158505374845
BAC,RandomForest,roc_10,0.00060111807193774
BAC,RandomForest,roc_20,0.0027260523917725823
BAC,RandomForest,roc_60,0.011383428879573774
BAC,RandomForest,stoch_k_14,0.0007055141725577297
BAC,RandomForest,stoch_d_3,0.001747086982022462
BAC,RandomForest,williams_r_14,0.0003076643713831136
BAC,RandomForest,cci_20,0.002133305970781745
BAC,RandomForest,bb_percent_b_20,0.0010489019974126474
BAC,RandomForest,bb_bandwidth_20,0.006745077229422599
BAC,RandomForest,donchian_pos_20,0.0033690130466089156
BAC,RandomForest,rolling_std_10,0.012742143388580889
BAC,RandomForest,rolling_std_20,0.02348864862544901
BAC,RandomForest,rolling_std_60,0.3656767548637765
BAC,RandomForest,atr_14,0.03573123936361309
BAC,RandomForest,adx_14,0.05255894388670338
BAC,RandomForest,sharpe_20,0.004362707906958882
BAC,RandomForest,sharpe_60,0.012313070651166744
BAC,RandomForest,volume_change,0.0002768702692450374
BAC,RandomForest,volume_sma_20,0.0006691261654244362
BAC,RandomForest,volume_zscore_20,0.0006253189371584111
BAC,RandomForest,dollar_volume_20,0.11557045274641511
BAC,RandomForest,obv,0.04082088867946921
BAC,RandomForest,close_to_52w_high,0.07219977923794359
BAC,RandomForest,close_to_52w_low,0.06268181901884468
BAC,RandomForest,price_position_252d,0.04131547047921408
BAC,CatBoostRegressor,return_1d,0.08019527660162099
BAC,CatBoostRegressor,return_5d,0.11144507091275747
BAC,CatBoostRegressor,return_10d,0.25308613693391374
BAC,CatBoostRegressor,return_20d,0.2458026642689948
BAC,CatBoostRegressor,log_return_1d,0.09068637467311606
BAC,CatBoostRegressor,price_change,0.14377340263675287
BAC,CatBoostRegressor,high_low_spread,0.15832386116258865
BAC,CatBoostRegressor,open_close_spread,0.11933755925935752
BAC,CatBoostRegressor,sma_5,0.10498785666337807
BAC,CatBoostRegressor,sma_10,0.14218911054087316
BAC,CatBoostRegressor,sma_20,0.3692595630788899
BAC,CatBoostRegressor,sma_50,0.43760083096733515
BAC,CatBoostRegressor,sma_100,2.5311105855468243
BAC,CatBoostRegressor,ema_12,0.27646708114309826
BAC,CatBoostRegressor,ema_26,0.34515118305230175
BAC,CatBoostRegressor,rsi_14,0.33558889543826614
BAC,CatBoostRegressor,macd,0.7378006694501915
BAC,CatBoostRegressor,macd_signal,2.296060670207745
BAC,CatBoostRegressor,macd_hist,0.8711023381111225
BAC,CatBoostRegressor,momentum_10,0.6169905462867208
BAC,CatBoostRegressor,roc_10,0.17046955935035196
BAC,CatBoostRegressor,roc_20,0.11746596783663822
BAC,CatBoostRegressor,roc_60,2.407161035368565
BAC,CatBoostRegressor,stoch_k_14,0.004758148999955669
BAC,CatBoostRegressor,stoch_d_3,0.19938037704855213
BAC,CatBoostRegressor,williams_r_14,0.04592982158882244
BAC,CatBoostRegressor,cci_20,0.20856595641629902
BAC,CatBoostRegressor,bb_percent_b_20,0.3931040223458489
BAC,CatBoostRegressor,bb_bandwidth_20,1.5183506954989228
BAC,CatBoostRegressor,donchian_pos_20,0.06930033561022361
BAC,CatBoostRegressor,rolling_std_10,1.9874507967374815
BAC,CatBoostRegressor,rolling_std_20,3.3215712288424957
BAC,CatBoostRegressor,rolling_std_60,22.87557714927969
BAC,CatBoostRegressor,atr_14,2.2743741514347144
BAC,CatBoostRegressor,adx_14,3.6058527292734066
BAC,CatBoostRegressor,sharpe_20,0.45109191665885756
BAC,CatBoostRegressor,sharpe_60,2.431795212391875
BAC,CatBoostRegressor,volume_change,0.010217118217389536
BAC,CatBoostRegressor,volume_sma_20,0.19824022737589098
BAC,CatBoostRegressor,volume_zscore_20,0.08636213855924339
BAC,CatBoostRegressor,dollar_volume_20,11.272325046482878
BAC,CatBoostRegressor,obv,2.505597490349075
BAC,CatBoostRegressor,close_to_52w_high,10.910683247217285
BAC,CatBoostRegressor,close_to_52w_low,17.837181904212116
BAC,CatBoostRegressor,price_position_252d,4.830234045967594
BAC,CatBoostClassifier,return_1d,0.030329733868831997
BAC,CatBoostClassifier,return_5d,0.13183916148604602
BAC,CatBoostClassifier,return_10d,0.07410702997875335
BAC,CatBoostClassifier,return_20d,0.32905960383522115
