Date,selected_monthly_rebalance_equity,universe_equal_weight_equity
2021-03-15,1.0965135467627367,1.1913499413678357
2021-03-16,1.1005359725854034,1.1832258204878947
2021-03-17,1.0999048926897415,1.1891298399852694
2021-03-18,1.0753147578450608,1.1614452564534308
2021-03-19,1.0648040288857468,1.1592058030311116
2021-03-22,1.0723954894487715,1.1569458328134405
2021-03-23,1.0694379426084628,1.1463925695661679
2021-03-24,1.063438287036572,1.1505337310320591
2021-03-25,1.0724782019727885,1.1609944376516086
2021-03-26,1.0845365640058975,1.1813974962870144
2021-03-29,1.0939716298103157,1.1822426480645793
2021-03-30,1.0835444058879813,1.1784504348320453
2021-03-31,1.0838409635725603,1.171065200444184
2021-04-01,1.0995701531709776,1.1885475439582724
2021-04-05,1.1200626628554433,1.1920805370871337
2021-04-06,1.1223836023901148,1.1930450438578992
2021-04-07,1.1268047007341577,1.1979460008370064
2021-04-08,1.13557182007662,1.1970822590991712
2021-04-09,1.1404562382265082,1.2004749305044822
2021-04-12,1.1384960561360198,1.1967793122500963
2021-04-13,1.14672785636344,1.1978678894864425
2021-04-14,1.1422630067303634,1.206984811551309
2021-04-15,1.1550011757646603,1.2074983350487323
2021-04-16,1.1573689644418428,1.2091247500072642
2021-04-19,1.1565432379191853,1.209453024202495
2021-04-20,1.155133984117802,1.1940656126999007
2021-04-21,1.1645473706280538,1.2117026335312857
2021-04-22,1.158392910096618,1.2031464646637418
2021-04-23,1.1694395784386284,1.2126685126325223
2021-04-26,1.163320689257412,1.2146482555168447
2021-04-27,1.1622679460375667,1.2177209487843197
2021-04-28,1.159815153785349,1.2265722679565687
2021-04-29,1.1868797701737475,1.2486133171232445
2021-04-30,1.1777394033110005,1.2331005140491218
2021-05-03,1.185083087888706,1.246080189697555
2021-05-04,1.1767229144812557,1.2413918053459183
2021-05-05,1.175639944260704,1.2522213265705002
2021-05-06,1.1878150674391232,1.2604430393571535
2021-05-07,1.2003971181776036,1.2739027155636895
2021-05-10,1.1847160505453842,1.2618280578804815
2021-05-11,1.1670024189328065,1.232963270900435
2021-05-12,1.1418413696016008,1.219918565228658
2021-05-13,1.1655762743199938,1.2294080186085201
2021-05-14,1.1804896122525368,1.2521694376902752
2021-05-17,1.17435470102169,1.2575701689077212
2021-05-18,1.1604717896792678,1.2399831489238902
2021-05-19,1.1613915386883114,1.232005133124528
2021-05-20,1.1737963728643226,1.2398598584811888
2021-05-21,1.172550348053229,1.2432866530899935
2021-05-24,1.1866536930596363,1.2566018181524605
2021-05-25,1.1838972166015906,1.2466838173520969
2021-05-26,1.1850973543098233,1.252093310455308
2021-05-27,1.1848961672836824,1.257995367890419
2021-05-28,1.1859629265560399,1.2583640748600606
2021-06-01,1.1881577683125857,1.279565885226206
2021-06-02,1.1926842338714045,1.2879849201302938
2021-06-03,1.1892134898362647,1.2878620416032793
2021-06-04,1.1986747846098151,1.295222797222556
2021-06-07,1.1937846454953909,1.2916462458601436
2021-06-08,1.1963108600334345,1.2931621010144905
2021-06-09,1.1916996553192978,1.2818984381139542
2021-06-10,1.1901891135744793,1.2793769310294536
2021-06-11,1.2003444339661566,1.287136867699443
2021-06-14,1.2059737161367656,1.287475558345629
2021-06-15,1.206622946544446,1.296491239841885
2021-06-16,1.1978701018042157,1.294747228329796
2021-06-17,1.1960944150680306,1.2738787973456867
2021-06-18,1.174873593967597,1.2476218067730873
2021-06-21,1.1926216802629266,1.2772312273043818
2021-06-22,1.1980393623384273,1.283628776815779
2021-06-23,1.193713371502222,1.2861074465781746
2021-06-24,1.2007698289297881,1.2985555348627063
2021-06-25,1.2057777058639656,1.309546693038156
2021-06-28,1.2055225129332248,1.2947806648634552
2021-06-29,1.205562176391766,1.2913060016305073
2021-06-30,1.205712806308182,1.2949260847913326
2021-07-01,1.2115710076275454,1.3087699012100418
2021-07-02,1.2222321898676318,1.3137682647375695
2021-07-06,1.2242686827476716,1.3005903049286685
2021-07-07,1.2362221849981387,1.3023358702001488
2021-07-08,1.2219288454736308,1.2889003835450552
2021-07-09,1.2363791489852727,1.3092787459128223
2021-07-12,1.239714382443219,1.3134677981295924
2021-07-13,1.2360381138470549,1.3095449318082035
2021-07-14,1.2450128827962361,1.301624186823124
2021-07-15,1.2465521182689268,1.2993322016631006
2021-07-16,1.2451729480606764,1.2837484547446407
2021-07-19,1.2210920633844757,1.2520163166096538
2021-07-20,1.2450553712288284,1.2752808993669378
2021-07-21,1.249944919816632,1.2982288219124392
2021-07-22,1.2486986536183962,1.292386105416475
2021-07-23,1.2632322417293114,1.2999767639907853
2021-07-26,1.2683408841800232,1.3091635444315703
2021-07-27,1.261484308720586,1.301226679531575
2021-07-28,1.2576808473576029,1.3003087572482306
2021-07-29,1.2599212914585827,1.306735281289856
2021-07-30,1.2561512770217178,1.2982879158326142
2021-08-02,1.2610712938222481,1.2964043209622824
2021-08-03,1.2713785437001,1.3080867629668764
2021-08-04,1.258305596944215,1.2911738757015299
2021-08-05,1.263902466755623,1.3024128702022117
2021-08-06,1.2658927393123722,1.310781899444539
2021-08-09,1.2682260413234892,1.307207249427426
2021-08-10,1.2702560508757048,1.3157588971324663
2021-08-11,1.2757802660485038,1.3249238758959134
2021-08-12,1.2801510043846536,1.3262905234444462
2021-08-13,1.287644620208342,1.3213162620213503
2021-08-16,1.2978520646416545,1.319317862919417
2021-08-17,1.2914199614272424,1.3100479278803605
2021-08-18,1.2702886679963108,1.2876113362024666
2021-08-19,1.2726668991982653,1.2746044642147636
2021-08-20,1.2792791305005065,1.2777760802911668
2021-08-23,1.2878849450327188,1.2960329239588506
2021-08-24,1.287257875358059,1.3036537745725414
2021-08-25,1.289884146789061,1.313486089032226
2021-08-26,1.27854432266076,1.3005187675140282
2021-08-27,1.2916916956636892,1.3222171698908538
2021-08-30,1.2975459509005192,1.318000364244104
2021-08-31,1.2973941682196939,1.3200036447095036
2021-09-01,1.299921578050647,1.3146204691474124
2021-09-02,1.3006321784641495,1.3239925543973248
2021-09-03,1.3012463140149093,1.3184762113792148
2021-09-07,1.3001801138156521,1.3147832911346882
2021-09-08,1.3077645360014662,1.3132702583848266
2021-09-09,1.3006570741359502,1.309626476541992
2021-09-10,1.2843937101451202,1.2978157110812152
2021-09-13,1.2924034851394532,1.3185705587032683
2021-09-14,1.2850472127563566,1.305548116013522
2021-09-15,1.2919642236568494,1.3227300257526349
2021-09-16,1.2915540404338353,1.3194964841478387
2021-09-17,1.273973673800574,1.3069143262620158
2021-09-20,1.2579051923289364,1.280846658843895
2021-09-21,1.254852349136834,1.2813311912944658
2021-09-22,1.264922678849256,1.3037013706441651
2021-09-23,1.274832274826803,1.3273229341800892
2021-09-24,1.275851258969359,1.332105575331457
2021-09-27,1.2712165927466,1.3463765267600603
2021-09-28,1.241205702605915,1.3241883854755057
2021-09-29,1.2503312457947304,1.3288986887240959
2021-09-30,1.2348867110436066,1.31003295683076
2021-10-01,1.2468789315713216,1.3353959980779944
2021-10-04,1.227736884686101,1.3282217530659683
2021-10-05,1.2428986226245897,1.346415454208962
2021-10-06,1.2531878654945536,1.3482531892922542
2021-10-07,1.262475754659305,1.3573253756193533
2021-10-08,1.2665764935447756,1.3693307442656786
2021-10-11,1.2632576034853227,1.3626211077117354
2021-10-12,1.2555298442562892,1.3573200893823136
2021-10-13,1.257905799374315,1.3503880523580762
2021-10-14,1.2813175412151319,1.372214759501527
2021-10-15,1.278496535450313,1.3773692623090024
2021-10-18,1.2802257736248441,1.382921766722748
2021-10-19,1.2942893679640652,1.394780122763015
2021-10-20,1.2931593413924365,1.402640997364407
2021-10-21,1.2939652232875694,1.3958065392164727
2021-10-22,1.291101589525567,1.4104155929310727
2021-10-25,1.2919272170351885,1.4131978491508685
2021-10-26,1.3005400390579138,1.419690256044651
2021-10-27,1.3180917252948188,1.4161958687899174
2021-10-28,1.3420917985530856,1.4335036264566767
2021-10-29,1.334272306152244,1.4299552752178042
2021-11-01,1.3201844223533052,1.4279709384614856
2021-11-02,1.3232263613220472,1.4259564397070026
2021-11-03,1.3298755840366574,1.427876579862076
2021-11-04,1.3290080545016478,1.4252707797251023
2021-11-05,1.3387978227690385,1.433627973136556
2021-11-08,1.3314271840964067,1.436495167184511
2021-11-09,1.3386613780533025,1.4380145736900787
2021-11-10,1.3252993889065119,1.4232436058308795
2021-11-11,1.3220313989313572,1.4236062203689348
2021-11-12,1.3320848492150226,1.4273275884398569
2021-11-15,1.3368978710046107,1.4341217016009309
2021-11-16,1.3409374848636344,1.4335729075716275
2021-11-17,1.3373810911821555,1.4226021527785062
2021-11-18,1.338245507207097,1.4167649924308647
2021-11-19,1.3306384803574636,1.3968891654848477
2021-11-22,1.32972052196742,1.4046171973108124
2021-11-23,1.3365076614041167,1.4247886576564484
2021-11-24,1.33684359879673,1.426336075021948
2021-11-26,1.304457293802725,1.373236797879424
2021-11-29,1.3255767241797407,1.3889984988794433
2021-11-30,1.3060067551522156,1.3617662350231052
2021-12-01,1.284703037434688,1.3421941737115402
2021-12-02,1.3060989883345857,1.3721100269231894
2021-12-03,1.300115377281649,1.3632004358284024
2021-12-06,1.3218122821073088,1.3883889227646553
2021-12-07,1.3502615610113793,1.4192780050172038
2021-12-08,1.3488312956754511,1.4169654076050355
2021-12-09,1.3479616474803693,1.4136773622868042
2021-12-10,1.3664350683337603,1.4290028494570133
2021-12-13,1.358361345004091,1.4122081005975917
2021-12-14,1.353595049014452,1.4092684198306469
2021-12-15,1.372854200629625,1.416914289115884
2021-12-16,1.3697360700182803,1.4214555491143215
2021-12-17,1.3489719419554205,1.3968987616899107
2021-12-20,1.334453711691954,1.3778138733331908
2021-12-21,1.3461261333285666,1.4025948577407255
2021-12-22,1.360796175104871,1.415249532282091
2021-12-23,1.368648365165893,1.4213743949994928
2021-12-27,1.3837800872099832,1.4379568671786758
2021-12-28,1.3831547780731783,1.437351987149172
2021-12-29,1.3832357463846696,1.4350206539191528
2021-12-30,1.3727556875563174,1.4270831661311647
2021-12-31,1.3710477704473683,1.4266257229512411
2022-01-03,1.3724415602603688,1.4495154574942968
2022-01-04,1.3815820203504596,1.4805614673731928
2022-01-05,1.3515911406871055,1.4556424355238753
2022-01-06,1.3513285847610153,1.464585608456327
2022-01-07,1.3567448261966442,1.4757453571356065
2022-01-10,1.349194190674077,1.466997848688298
2022-01-11,1.3628826958203761,1.4905770564873808
2022-01-12,1.3662519969729374,1.4902771450663401
2022-01-13,1.3501673603585482,1.4778845932255629
2022-01-14,1.3474736162677787,1.479255773180609
2022-01-18,1.3227541030601,1.4601012066176968
2022-01-19,1.3114843277409933,1.4491480859540675
2022-01-20,1.3047832972634583,1.438200542809079
2022-01-21,1.291186915894816,1.4187771920076748
2022-01-24,1.2934708043421272,1.419277914937499
2022-01-25,1.2643134865819459,1.4359715675912752
2022-01-26,1.2677551777277687,1.4419575816058408
2022-01-27,1.266254080970238,1.440751757147148
2022-01-28,1.305817614674469,1.4678586984621051
2022-01-31,1.3202077594377315,1.4807087056215773
2022-02-01,1.331111612970595,1.5016306870324612
2022-02-02,1.367500388100586,1.5259923328955503
2022-02-03,1.344284843519864,1.512615327699253
2022-02-04,1.34020291698088,1.521156435366382
2022-02-07,1.3211060085269417,1.5180283595957043
2022-02-08,1.3331080287119699,1.525164378521044
2022-02-09,1.3449304860295876,1.5363347527719817
2022-02-10,1.3327850830692605,1.5283377984694027
2022-02-11,1.303085034035256,1.513934573275055
2022-02-14,1.2953596726592072,1.5007745146297338
2022-02-15,1.3112126370873298,1.5099687813757234
2022-02-16,1.3299451818546295,1.519974673458911
2022-02-17,1.3150668756125128,1.507363434488215
2022-02-18,1.3147835955511895,1.505872246546404
2022-02-22,1.3196634670025396,1.4989732387990555
2022-02-23,1.3007702673107566,1.486311269887194
2022-02-24,1.308289545569484,1.483728380831219
2022-02-25,1.3320895502178245,1.5174149453271135
2022-02-28,1.324565608207783,1.5330015457767643
2022-03-01,1.3108146770818012,1.522209066464515
2022-03-02,1.3290670777407954,1.5479676337544643
2022-03-03,1.3345232018047533,1.5493303912681056
2022-03-04,1.3250525758464378,1.562153474949533
2022-03-07,1.2921442254400775,1.5177914300606667
2022-03-08,1.2788042913211086,1.5116251173194406
2022-03-09,1.3130103581124897,1.5549669187947124
2022-03-10,1.2914467908132439,1.5447829452346498
2022-03-11,1.271831027269029,1.5299119449321212
2022-03-14,1.2608469399093185,1.523910392567666
2022-03-15,1.283284176349423,1.5336367334690006
2022-03-16,1.3090661759639104,1.5525330089992906
2022-03-17,1.3192935399324108,1.583939427281455
2022-03-18,1.336631450557129,1.5935127097388984
2022-03-21,1.3371447129216913,1.6097474847668434
2022-03-22,1.356707663673489,1.625026325692198
2022-03-23,1.3504173984251149,1.613968745354232
2022-03-24,1.3715194777892974,1.625335152004421
2022-03-25,1.384172519441364,1.6436287061773502
2022-03-28,1.3894558424075834,1.6379612281898317
2022-03-29,1.3982002357366645,1.6428422311933646
2022-03-30,1.396521484254205,1.6424645853762672
2022-03-31,1.3804619576367698,1.6185335800895484
2022-04-01,1.391732499150862,1.631592163237684
2022-04-04,1.40149748941971,1.6358581247044914
2022-04-05,1.3879166827947804,1.6161498545134725
2022-04-06,1.3770042295199498,1.61071821155856
2022-04-07,1.3799903658775434,1.6181458744094495
2022-04-08,1.3798148066085516,1.6356489459512207
2022-04-11,1.3577842112676357,1.6022765743130452
2022-04-12,1.3548490725160227,1.6056102556645633
2022-04-13,1.3689441372712485,1.620484899984161
2022-04-14,1.3486543778396025,1.6045640863219444
2022-04-18,1.3511221685508015,1.6206479298765066
2022-04-19,1.3645913626985438,1.631142828920602
2022-04-20,1.36960624827451,1.6414753889018752
2022-04-21,1.3599472913634743,1.6172106663942754
2022-04-22,1.3228605006066358,1.5720610731261464
2022-04-25,1.3354910009770622,1.5750986193468985
2022-04-26,1.3009972526193625,1.543173581758644
2022-04-27,1.3042052233106365,1.5464398773016315
2022-04-28,1.3365593376067517,1.5827828877478165
2022-04-29,1.2965567747447064,1.5337436870613357
2022-05-02,1.284548852744449,1.5350807202135452
2022-05-03,1.3012143967221204,1.5539191224174618
2022-05-04,1.3433053208210153,1.6062354280834985
2022-05-05,1.2957471261212807,1.566477940946708
2022-05-06,1.2963891914952541,1.5743512852514148
2022-05-09,1.26630371921087,1.5176889405832188
2022-05-10,1.269621914665616,1.5220636609546339
2022-05-11,1.2520873684043143,1.5131837448427479
2022-05-12,1.2451075466421766,1.5007214272114064
2022-05-13,1.271576013704564,1.5404762004913608
2022-05-16,1.2648792868648995,1.5466215538004777
2022-05-17,1.280360745032671,1.5676801477021458
2022-05-18,1.2145456699236845,1.4935368625610759
2022-05-19,1.2007465433610627,1.4764172872957124
2022-05-20,1.2024421647079364,1.4758476432402245
2022-05-23,1.23046389346285,1.5204101342116554
2022-05-24,1.2165723905333206,1.5104420506507317
2022-05-25,1.21719138335477,1.5219730691838578
2022-05-26,1.218435070477977,1.5376577407812695
2022-05-27,1.2538842261732288,1.572734137857662
2022-05-31,1.2514185407547969,1.561434423937009
2022-06-01,1.2285831594506522,1.5453543311287616
2022-06-02,1.2463221453699214,1.5595579632046297
2022-06-03,1.2208873972622645,1.5411329981033635
2022-06-06,1.2332201262844702,1.546518137075128
2022-06-07,1.2468192142446466,1.5634175600940214
2022-06-08,1.23921986819955,1.5506930520678124
2022-06-09,1.2157751074006358,1.5112578999220907
2022-06-10,1.1889623564436071,1.4767708490729683
2022-06-13,1.1490702501459409,1.422797689926028
2022-06-14,1.1456800570517773,1.4182266338395613
2022-06-15,1.1627479990812803,1.427173818010755
2022-06-16,1.126129488065804,1.3780200299916785
2022-06-17,1.1304304808871957,1.379455111141579
2022-06-21,1.1575253106057397,1.4147077540585364
2022-06-22,1.1621462988855689,1.4058587782608967
2022-06-23,1.1766450319826574,1.407030987399111
2022-06-24,1.2139064345608328,1.4433247394636284
2022-06-27,1.2116802689752226,1.4462997179194226
2022-06-28,1.1839231581533345,1.4350009868532618
2022-06-29,1.1883222672759315,1.4252773475435145
2022-06-30,1.1826850434782474,1.4160375121641107
2022-07-01,1.1932892411016633,1.434912661495236
2022-07-05,1.203226265375968,1.4292858661675327
2022-07-06,1.2120733800526116,1.4302258505461982
2022-07-07,1.2288362523473828,1.4545261229793858
2022-07-08,1.2303909493390406,1.453758252536329
2022-07-11,1.2209176676830564,1.4409434430351966
2022-07-12,1.2111473249522118,1.4248243792858761
2022-07-13,1.205128970396237,1.4191232519876078
2022-07-14,1.1963703956498157,1.403255164243868
2022-07-15,1.2042456919525089,1.430032601995864
2022-07-18,1.191429145682584,1.4256407342032822
2022-07-19,1.223170200024618,1.4686558466861004
2022-07-20,1.2238930195710251,1.4715039245735464
2022-07-21,1.2297735569121575,1.4725044806788703
2022-07-22,1.2160768998280629,1.4632105487790554
2022-07-25,1.2138305705475119,1.4777247629384296
2022-07-26,1.2057471156004462,1.4619207989827006
2022-07-27,1.2224034148326919,1.4792981137236445
2022-07-28,1.2399268492940079,1.492464731891381
2022-07-29,1.2577933366930032,1.5282108671773413
2022-08-01,1.2500833988818094,1.5189642163627985
2022-08-02,1.2452131989408584,1.507508401039392
2022-08-03,1.2665876211433582,1.5146448778568653
2022-08-04,1.2661549185403227,1.501235706260268
2022-08-05,1.2664736731911532,1.5104032246417076
2022-08-08,1.2699992155440338,1.5116277618375813
2022-08-09,1.2751223477717246,1.526208163326156
2022-08-10,1.3024555039343855,1.5541940660491502
2022-08-11,1.2991188967826062,1.5661894755173615
2022-08-12,1.319899520866547,1.5846655269050858
2022-08-15,1.3200181259357373,1.5797233953853456
2022-08-16,1.3238514628431175,1.5825262339753585
2022-08-17,1.3192003487231134,1.5769596540032835
2022-08-18,1.3214863688559384,1.5868589703838216
2022-08-19,1.3030486741152496,1.5841960685083607
2022-08-22,1.2795909390067497,1.5539362675696824
2022-08-23,1.2750082567007455,1.5653274012494096
2022-08-24,1.276135007470837,1.5720649861122185
2022-08-25,1.2948298311309105,1.5906984018446568
2022-08-26,1.2513420230059131,1.5471445962104649
2022-08-29,1.2415508506229624,1.5415969729036925
2022-08-30,1.2265993473564882,1.521460837222474
2022-08-31,1.2191393625511218,1.5064390739308018
2022-09-01,1.231589734725375,1.5063998284135973
2022-09-02,1.2177872230173845,1.497449573025991
2022-09-06,1.2166441890123476,1.4891653490085484
2022-09-07,1.2338669931162993,1.5032775405036787
2022-09-08,1.2239796674579424,1.5018163682450578
2022-09-09,1.2391318009414576,1.5241688329364376
2022-09-12,1.2566327128511907,1.545844524044566
2022-09-13,1.2003520760323023,1.4875661987155369
2022-09-14,1.1998846251349233,1.4962413012727305
2022-09-15,1.1845560152403594,1.4801889591007278
2022-09-16,1.1771078098591372,1.4656067363562038
2022-09-19,1.1847295446279462,1.4771265825046231
2022-09-20,1.1675568299072112,1.4607006599868277
2022-09-21,1.1520646484173902,1.436067465535918
2022-09-22,1.1403009461575038,1.418152250265693
2022-09-23,1.1293472658514063,1.3871702569666817
2022-09-26,1.1186575586100553,1.367379384693549
2022-09-27,1.1151433404980784,1.3613175761175385
2022-09-28,1.127419455347465,1.386818969122802
2022-09-29,1.109490776155092,1.3708511685106257
2022-09-30,1.0920060101620712,1.351296222322596
2022-10-03,1.122783651372163,1.3942796300380151
2022-10-04,1.1545515778494857,1.4355406754534532
2022-10-05,1.1489316555605973,1.4317922965507281
2022-10-06,1.1351821886991718,1.4245514202389145
2022-10-07,1.105390812940659,1.3952746392198374
2022-10-10,1.1091700556210464,1.3845932257370173
2022-10-11,1.109955549750933,1.3777832164346684
2022-10-12,1.1100260552968024,1.3820365923917584
2022-10-13,1.1365096537622266,1.4270629693523749
2022-10-14,1.111123089774996,1.396909458191109
2022-10-17,1.1359423385037297,1.4300503430625595
2022-10-18,1.1486044871602723,1.4519437230023677
2022-10-19,1.1453691491875932,1.4488268494268641
2022-10-20,1.1307658599825656,1.436466050806518
2022-10-21,1.1496438698042635,1.4623039773304125
2022-10-24,1.1740631687937813,1.4832706724590379
2022-10-25,1.1964291703959944,1.5100392953511463
2022-10-26,1.1715196968134283,1.5015279397177945
2022-10-27,1.1722928466103864,1.5025253841101158
2022-10-28,1.2211693458097856,1.5434922896945276
2022-10-31,1.206556710275967,1.5317287731528135
2022-11-01,1.1883829305091858,1.5225713902790892
2022-11-02,1.1590176747037857,1.4887935083647006
2022-11-03,1.1366229066221973,1.4735751891494588
2022-11-04,1.1482968938865095,1.4958934230209182
2022-11-07,1.16319825744916,1.5167090649956227
2022-11-08,1.1675916428269424,1.5210897561598127
2022-11-09,1.1468320231520537,1.478528337882631
2022-11-10,1.2152046125772695,1.5517907251242304
2022-11-11,1.2274561628155651,1.574907994909753
2022-11-14,1.2075463088899097,1.5550332260993578
2022-11-15,1.2248003656330608,1.5690882121641927
2022-11-16,1.227209178920154,1.5597618443002257
2022-11-17,1.225910552838145,1.556082595940776
2022-11-18,1.2302235042512446,1.5605399713856458
2022-11-21,1.2224163020137464,1.5536801773240767
2022-11-22,1.2387032056341887,1.578341270761744
2022-11-23,1.250299116305863,1.5812994623195806
2022-11-25,1.2478398818080252,1.5781691242049805
2022-11-28,1.2289708385573717,1.550196955332474
2022-11-29,1.2221203422109173,1.553888792584706
2022-11-30,1.2614924721219944,1.592422496395481
2022-12-01,1.2680144281378702,1.5900347673830897
2022-12-02,1.2653333928362154,1.5843122005683221
2022-12-05,1.2465051619756236,1.5544024508615584
2022-12-06,1.2363153978683534,1.5307666338913921
2022-12-07,1.2289970669756132,1.5253408262476482
2022-12-08,1.2314266119719817,1.5257877891514693
2022-12-09,1.2233560563939245,1.511463202979247
2022-12-12,1.2335478777721167,1.5297559805901704
2022-12-13,1.2478776647125949,1.542990640165365
2022-12-14,1.2401542583516607,1.5301537519088135
2022-12-15,1.2028463741611393,1.496358629527305
2022-12-16,1.1927847188889638,1.4814899652124884
2022-12-19,1.1827176203229666,1.4765609981333776
2022-12-20,1.1823907188413247,1.4798710606834127
2022-12-21,1.202785036548015,1.5036555918089687
2022-12-22,1.1889989227117257,1.4839813183190134
2022-12-23,1.1954164637845948,1.5009742025378898
2022-12-27,1.1890156602649935,1.5002858325660815
2022-12-28,1.1709349726439942,1.4785905309607876
2022-12-29,1.196481719220435,1.5022677091615952
2022-12-30,1.1914138130362881,1.5013335028454422
2023-01-03,1.1836591047272205,1.4867931342029317
2023-01-04,1.1964428787553238,1.499567889312227
2023-01-05,1.182174970006766,1.4904388731323
2023-01-06,1.2179317371523983,1.5259365246054595
2023-01-09,1.213815916958123,1.5189816961969518
2023-01-10,1.223510457710765,1.5274416004792535
2023-01-11,1.24679162728855,1.5439003844678614
2023-01-12,1.2499482176724603,1.5509016510406095
2023-01-13,1.2586010191822485,1.560493480121506
2023-01-17,1.254406558920457,1.554534954222415
2023-01-18,1.2345532648170414,1.5270223709903268
2023-01-19,1.2380345094495493,1.527590525124663
2023-01-20,1.262303886354936,1.5557813456379908
2023-01-23,1.2785996588457633,1.5696754592922948
2023-01-24,1.2746090475145462,1.565820483991621
2023-01-25,1.2696564099162306,1.5652749359334457
2023-01-26,1.2811812877492033,1.5871399877625207
2023-01-27,1.2866545222786816,1.5985677249781085
2023-01-30,1.2738456210500833,1.5801888414958976
2023-01-31,1.2906799814245185,1.5967484299377683
2023-02-01,1.2814088630271405,1.5861950925726718
2023-02-02,1.3070891472336374,1.59511428163157
2023-02-03,1.2978173418029888,1.5921443324880182
2023-02-06,1.289217625277164,1.586377773226948
2023-02-07,1.3078688428005125,1.6133519014733189
2023-02-08,1.275433791626266,1.5860289600628028
2023-02-09,1.25493347497145,1.5666891083607277
2023-02-10,1.2604725861365345,1.5787349714699954
2023-02-13,1.2762959854374802,1.5904078305375913
2023-02-14,1.266328868539161,1.5862398861545033
2023-02-15,1.278182951099716,1.5831934992661567
2023-02-16,1.2597326227184136,1.5638526253348468
2023-02-17,1.2557094543626521,1.5555584792373742
2023-02-21,1.2336776867786572,1.5299822234941307
2023-02-22,1.2331496131348594,1.5259735305991582
2023-02-23,1.2321663869441053,1.5294890971401773
2023-02-24,1.2204662416456626,1.5204241359996296
2023-02-27,1.2261019741265613,1.5233870542720267
2023-02-28,1.220930945007811,1.5174410021106166
2023-03-01,1.2123883214930897,1.5156297471726687
2023-03-02,1.219047441331957,1.5214925712640468
2023-03-03,1.2398041384267788,1.5447505481832466
2023-03-06,1.253187173805228,1.5573539792825302
2023-03-07,1.2341894916975595,1.5323130220309416
2023-03-08,1.2316746282718853,1.5306592556419178
2023-03-09,1.2174398739201875,1.502655003353932
2023-03-10,1.2017749267542837,1.4828992277044977
2023-03-13,1.1997846888653587,1.4646794023181584
2023-03-14,1.2198456450301836,1.4890500259365933
2023-03-15,1.2173456018525513,1.4685603639628388
2023-03-16,1.2442032380569208,1.4951475524080304
2023-03-17,1.2328330260951086,1.4744623322301442
2023-03-20,1.2390395725279373,1.4847477456082887
2023-03-21,1.2626582865704372,1.5158660223702307
2023-03-22,1.2426633891266834,1.4894723938281451
2023-03-23,1.243101386516372,1.483824186734267
2023-03-24,1.2525815827923126,1.4908451672570155
2023-03-27,1.2487452406752886,1.5054816592016322
2023-03-28,1.244442864440076,1.5057143989014299
2023-03-29,1.2616356273000646,1.5252845653030231
2023-03-30,1.2653758749085053,1.526467920234407
2023-03-31,1.2806175947162055,1.5411041320125294
2023-04-03,1.2871960950817336,1.558036596328192
2023-04-04,1.2837557525454775,1.5493243842414
2023-04-05,1.2827457987395914,1.547608361711347
